id,name,publisher,description,ISBN_Identifiers,averageRating,ratingsCount,imageLinks,pageCount,genres_id
155,Frankenstein,"Createspace Independent Publishing Platform","Why buy our paperbacks? Standard Font size of 10 for all books High Quality Paper Fulfilled by Amazon Expedited shipping 30 Days Money Back Guarantee BEWARE of Low-quality sellers Don't buy cheap paperbacks just to save a few dollars. Most of them use low-quality papers & binding. Their pages fall off easily. Some of them even use very small font size of 6 or less to increase their profit margin. It makes their books completely unreadable. How is this book unique? Unabridged (100% Original content) Font adjustments & biography included Illustrated About Frankenstein by Mary Wollstonecraft Shelley Frankenstein; or, The Modern Prometheus is a novel written by the English author Mary Wollstonecraft Shelley about the young science student Victor Frankenstein, who creates a grotesque but sentient creature in an unorthodox scientific experiment. Shelley started writing the story when she was eighteen, and the novel was published when she was twenty. The first edition was published anonymously in London in 1818. Shelley's name appears on the second edition, published in France in 1823. Shelley had travelled through Europe in 1814, journeying along the river Rhine in Germany with a stop in Gernsheim which is just 17 km (10 mi) away from Frankenstein Castle, where, two centuries before, an alchemist was engaged in experiments. Later, she travelled in the region of Geneva (Switzerland)-where much of the story takes place-and the topic of galvanism and other similar occult ideas were themes of conversation among her companions, particularly her lover and future husband, Percy Shelley. Mary, Percy, Lord Byron, and John Polidori decided to have a competition to see who could write the best horror story. After thinking for days, Shelley dreamt about a scientist who created life and was horrified by what he had made; her dream later evolved into the novel's story.","[{""type"": ""ISBN_10"", ""identifier"": ""1540801381""}, {""type"": ""ISBN_13"", ""identifier"": ""9781540801388""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=pXw8MQAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=pXw8MQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",164,1
156,"The Old Man and the Sea (Annotated)",unknown,unknown,"[{""type"": ""ISBN_10"", ""identifier"": ""172862343X""}, {""type"": ""ISBN_13"", ""identifier"": ""9781728623436""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=-9JNvQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=-9JNvQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",28,1
157,"Correspondence, 1932-1960","U of Nebraska Press","As a philosophy teacher, mentor, and friend, Jean Grenier (1898?1971) had an enormous influence on the young Albert Camus (1913?1960), who, in fact, acknowledged that Grenier?s Les Iles had touched the very core of his sensibility and provided him with both a ?terrain for reflection, and a format? that he would later use for his own essays. Their correspondence, beginning when the seventeen-year-old Camus was Grenier?s student at the Grand Lycäe of Algiers, documents the younger man?s struggle to become a writer and find his own voice, a period in which he turned frequently to his mentor for advice, comfort, and direction. The letters cover a period of almost thirty years, from 1932 to Camus?s untimely death in 1960. Because Camus destroyed the earlier correspondence he received, the first twenty-six letters in the volume are his only; the full begins in 1940. ø These enlightening letters offer invaluable glimpses into the development of Camus?s aesthetic ideas, literary production, and political stance. In contrast to the correspondence of Grenier, who throughout remains somewhat reticent about his life and doubtful about himself and his works, Camus?s letters are a window into his most profound thoughts and sensitivities, delving deeply into his psyche and, at times, revealing a side of the writer unfamiliar to us. Undoubtedly they allow us a better understanding of Albert Camus, the man and the artist.","[{""type"": ""ISBN_10"", ""identifier"": ""0803214979""}, {""type"": ""ISBN_13"", ""identifier"": ""9780803214972""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=Z5uX5zjR30wC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=Z5uX5zjR30wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",312,20
158,"Shakespeare's A Midsummer Night's Dream","Courier Corporation","Shakespeare's romantic comedy takes on vivid life with these brilliant images by one of the 20th century's leading illustrators. Includes the complete play, along with 40 full-color and numerous black-and-white illustrations.","[{""type"": ""ISBN_13"", ""identifier"": ""9780486139586""}, {""type"": ""ISBN_10"", ""identifier"": ""0486139581""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=ZC3DAgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=ZC3DAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",180,24
159,"The Outsider","Penguin Modern Classics","Meursault leads a bachelor life until he commits a random act of violence. His lack of emotion and failure to show remorse serve to increase his guilt in the eyes of the law. This novel explores the predicament of the individual who refuses to pretend and is prepared to face the indifference of the universe, courageously and alone.","[{""type"": ""ISBN_10"", ""identifier"": ""0141182504""}, {""type"": ""ISBN_13"", ""identifier"": ""9780141182506""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=jJpnQgAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=jJpnQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",118,1
160,"Counting Miracles","Random House","#1 NEW YORK TIMES BESTSELLER • From the acclaimed author of The Longest Ride and The Notebook comes an emotional, powerful novel about wondering if we can change—or even make our peace with—the path we’ve taken. “Sparks is superb at what he does. The setting is postcard perfect. The characters are immensely likable. . . . This is a tidy miracle you can count on.”—The Washington Post Tanner Hughes was raised by his grandparents, following in his grandfather’s military footsteps to become an Army Ranger. His whole life has been spent abroad, and he is the proverbial rolling stone: happiest when off on his next adventure, zero desire to settle down. But when his grandmother passes away, her last words to him are find where you belong. She also drops a bombshell, telling him the name of the father he never knew—and where to find him. Tanner is due at his next posting soon, but his curiosity is piqued, and he sets out for Asheboro, North Carolina, to ask around. He’s been in town less than twenty-four hours when he meets Kaitlyn Cooper, a doctor and single mom. They both feel an immediate connection; Tanner knows Kaitlyn has a story to tell, and he wants to hear it. To Kaitlyn, Tanner is mysterious, exciting—and possibly leaving in just a few weeks. Meanwhile, nearby, eighty-three-year-old Jasper lives alone in a cabin bordering a national forest. With only his old dog, Arlo, for company, he lives quietly, haunted by a tragic accident that took place decades before. When he hears rumors that a white deer has been spotted in the forest—a creature of legend that inspired his father and grandfather—he becomes obsessed with protecting the deer from poachers. As these characters’ fates orbit closer together, none of them is expecting a miracle . . . but that may be exactly what is about to alter their futures forever.","[{""type"": ""ISBN_13"", ""identifier"": ""9798217013999""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=Md0JEQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=Md0JEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",465,18
161,"Halo: Evolutions","Farrar, Straus, and Giroux","The universe will be explored like never before in this collection of all-new, world-expanding stories.","[{""type"": ""ISBN_10"", ""identifier"": ""0765315734""}, {""type"": ""ISBN_13"", ""identifier"": ""9780765315731""}]",5,1,"{""smallThumbnail"": ""http://books.google.com/books/content?id=-DhSlVvcbEQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=-DhSlVvcbEQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",532,1
162,"The Zap Gun",Vintage,"Lars Powderdry and Lilo Topchev, two weapons designers for Wes-bloc and Peep-East, use drugs to enter a special trance stance, unaware that their inspirations are implanted by extraterrestrials hoping to take over the earth. Reprint. 12,500 first printing.","[{""type"": ""ISBN_13"", ""identifier"": ""9780375719363""}, {""type"": ""ISBN_10"", ""identifier"": ""0375719369""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=3Ojc7MfBUzYC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=3Ojc7MfBUzYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",228,23
163,"An Antarctic Mystery","Lindhardt og Ringhof","‘An Antarctic Mystery’ is a follow up to Edgar Allan Poe’s ‘The Narrative of Arthur Gordon Pym’, attempting to explain what might have happened to the main characters after the novels end. We follow an adventurer through the rarely explored Kerguelen Islands as he is picked up by Len Guy and the crew of the Halbrane on its way home. Before they complete their voyage however they find a corpse drifting on an iceberg, a note with him reveals that William Guy, the captain of the Jane and many of his crew survived the assassination attempt. In a daring voyage to rescue the survivors, we are brought to the frozen, treacherous ice fields of the Antarctic where unimaginably powerful forces have awoken. It is a daring adventure novel, with a riveting plot and powerful conclusion perfect for anyone who loved ‘The Thing’. Jules Verne (1828-1905) was a French novelist, poet and playwright who is remembered for his significant contribution to the science fiction genre. With the help of editor Pierre-Jules Hetzel he wrote a series of books called ""Extraordinary Travels"", which includes ""Journey to the Centre of the Earth"" (1864), ""Twenty Thousand Leagues Under the Sea"" (1870), and ""Around the World in Eighty Days"" (1873). Due to his incredible vision he is often given the moniker ‘The Father of Science Fiction’, shared with fellow science fiction author H.G. Wells. Widely popular with both children and adults, Verne is one of the most translated authors of all time, second only to Agatha Christie and Shakespeare.","[{""type"": ""ISBN_13"", ""identifier"": ""9788726647693""}, {""type"": ""ISBN_10"", ""identifier"": ""8726647699""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=yLJREAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=yLJREAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",283,1
164,"The Lost World","Createspace Independent Publishing Platform","The Lost World by Arthur Conan Doyle Resigned after acrimonious correspondence same year. Winner of Crayston Medal for Zoological Research. Foreign Member of'--well, quite a lot of things, about two inches of small type--`Societe Belge, American Academy of Sciences, La Plata, etc., etc. Ex-President Palaeontological Society. Section H, British Association'--so on, so on!--`Publications: ""Some Observations Upon a Series of Kalmuck Skulls""; ""Outlines of Vertebrate Evolution""; and numerous papers, including ""The underlying fallacy of Weissmannism,"" which caused heated discussion at the Zoological Congress of Vienna. Recreations: Walking, Alpine climbing. Address: Enmore Park, Kensington, W.' ""There, take it with you. I've nothing more for you to-night."" I pocketed the slip of paper. We are delighted to publish this classic book as part of our extensive Classic Library collection. Many of the books in our collection have been out of print for decades, and therefore have not been accessible to the general public. The aim of our publishing program is to facilitate rapid access to this vast reservoir of literature, and our view is that this is a significant literary work, which deserves to be brought back into print after many decades. The contents of the vast majority of titles in the Classic Library have been scanned from the original works. To ensure a high quality product, each title has been meticulously hand curated by our staff. Our philosophy has been guided by a desire to provide the reader with a book that is as close as possible to ownership of the original work. We hope that you will enjoy this wonderful classic work, and that for you it becomes an enriching experience.","[{""type"": ""ISBN_10"", ""identifier"": ""1722887869""}, {""type"": ""ISBN_13"", ""identifier"": ""9781722887865""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=_Lw4uQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=_Lw4uQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",198,1
165,"Committed Writings",Vintage,"The Nobel Prize winner's most influential and enduring political writings, newly curated and introduced by acclaimed Camus scholar Alice Kaplan. Albert Camus (1913-1960) is unsurpassed among writers for a body of work that animates the wonder and absurdity of existence. Committed Writings brings together, for the first time, thematically-linked essays from across Camus's writing career that reflect the scope of his political thought. This pivotal collection embodies Camus's radical and unwavering commitment to upholding human rights, resisting fascism, and creating art in the service of justice.","[{""type"": ""ISBN_13"", ""identifier"": ""9780525567202""}, {""type"": ""ISBN_10"", ""identifier"": ""0525567208""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=TCbGDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=TCbGDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",162,22
166,Day/Night,"Macmillan + ORM","For the first time in one volume, two existential classics by internationally bestselling novelist Paul Auster. Day/Night brings together two metaphysical novels that mirror each other and are meant to be read in tandem: two men, each confined to a room, one suddenly alert to his existence, the other desperate to escape into sleep. In Travels in the Scriptorium, elderly Mr. Blank wakes in an unfamiliar cell, with no memory of who he is or how he got there. He must use the few objects he finds and the information imparted by the day's string of visitors to cobble together an idea of his identity. In Man in the Dark, another old man, August Brill, suffering from insomnia, struggles to push away thoughts of painful personal losses by imagining what might have been. Who are we? What is real and not real? How does the political intersect with the personal? After great loss, why are some of us unable to go on? ""One of America's greats"" (Time Out – Chicago) and ""a descendant of Kafka and Borges,"" (Booklist) Auster explores in these two small masterpieces some of our most pressing philosophical concerns.","[{""type"": ""ISBN_13"", ""identifier"": ""9781250045041""}, {""type"": ""ISBN_10"", ""identifier"": ""1250045045""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=RWsPAAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=RWsPAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",285,1
167,Go,"Open Road Media","Before the world knew Kerouac, Ginsberg, and Cassady, this “brilliant and important” novel chronicled the author’s early years among the Beats (Los Angeles Free Press). Published five years before On the Road, this candid and perceptive roman à clef chronicles the adventures of Jack Kerouac, Allen Ginsberg, and Neal Cassady before they became literary icons. In dive bars and all-night diners, cabs racing across Manhattan and squalid apartments sticky with “tea” smoke, these would-be artists pursue the ecstatic experiences that shape their work and satisfy their restless desire to live beyond the limits of convention. At the heart of Go is Paul Hobbes, the alter ego of John Clellon Holmes. An aspiring novelist who shares the same creative interests as his friends, Paul frequently participates in their reckless, self-indulgent behavior. Yet his innate solemnness makes him an outsider, as does his commitment to his marriage. As Paul seeks to strike the right balance between experimentation and orthodoxy, freedom and obligation, he casts a discerning eye on his peers. The result is a thrilling and indispensible portrait of the Beat movement before it took America by storm.","[{""type"": ""ISBN_13"", ""identifier"": ""9781504022293""}, {""type"": ""ISBN_10"", ""identifier"": ""1504022297""}]",4,1,"{""smallThumbnail"": ""http://books.google.com/books/content?id=bPF3CgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=bPF3CgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",315,1
168,"The Sorrows of Young Werther",none,"Visiting an idyllic German village, Werther, a sensitive and romantic young man, meets and falls in love with sweet-natured Lotte. Although he realizes that Lotte is to marry Albert, he is unable to subdue his passion for her, and his infatuation torments him to the point of absolute despair. The first great 'confessional' novel, drawing both on Goethe's own unrequited love for Charlotte Buff and on the death of his friend Karl Wilhelm Jerusalem. Goethe's sensitive exploration of the mind of a young artist at odds with soceity and ill-equipped to cope with life is now considered the first great tragic novel of European literature. For more than two centuries the very title of this book has evoked the sensitivity of youth, the suffering of the artist, the idea of a hero too full of love to live. When it was first published in Germany, in 1774 it created a sensation. Banned and condemned but embraced - especially by the young - it has continued to captivate.","[{""type"": ""ISBN_10"", ""identifier"": ""1676630619""}, {""type"": ""ISBN_13"", ""identifier"": ""9781676630616""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=uZGVzAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=uZGVzAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",90,1
169,"The Jungle Book",none,"The Jungle Book (1894) is a collection of stories written by Rudyard Kipling.The tales in the book (and also those in The Second Jungle Book which followed in 1895, and which includes five further stories about Mowgli) are fables, using animals in an anthropomorphic manner to give moral lessons. The verses of The Law of the Jungle, for example, lay down rules for the safety of individuals, families and communities. Kipling put in them nearly everything he knew or ""heard or dreamed about the Indian jungle.""","[{""type"": ""ISBN_13"", ""identifier"": ""9798627477275""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=wtUOtQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=wtUOtQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",140,4
170,"The Short Stories of Ernest Hemingway","Simon and Schuster","Offers a selection of twenty-six short stories that includes famous classics as well as rare and previously unpublished works and an essay on the art of the short story.","[{""type"": ""ISBN_13"", ""identifier"": ""9781476787626""}, {""type"": ""ISBN_10"", ""identifier"": ""147678762X""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=iygsDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=iygsDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",576,1
171,"Strange Tales from a Chinese Studio",Digireads.Com,"Written during the early Qing Dynasty, ""Strange Tales from a Chinese Studio"" is a collection of nearly 500 mostly supernatural tales by Chinese author Pu Songling. The work, which was published posthumously sometime between 1740 and 1766, is comprised of stories varying in length. While the main characters of this book apparently are ghosts, foxes, immortals and demons, Pu Songling is more focused on the real life of commoners. Four main themes run throughout the book. The first is the author's complaint with the existing feudal system, which he finds to be unjust and skewed towards the elite. Secondly the author is concerned with the corruption that exists in the Imperial examination system. Thirdly the author shows his admiration of pure, faithful love between poor scholars and powerless women. And lastly is the overarching theme of morality for which Pu Songling intended ""Strange Tales from a Chinese Studio"" to be instructive towards bettering. This work of classical Chinese literature is translated here by Herbert A. Giles.","[{""type"": ""ISBN_10"", ""identifier"": ""1420948849""}, {""type"": ""ISBN_13"", ""identifier"": ""9781420948844""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=d77dngEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=d77dngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",306,1
172,"The Odyssey of Homer","Bantam Classics","Homer's epic chronicle of the Greek hero Odysseus' journey home from the Trojan War has inspired writers from Virgil to James Joyce. Odysseus survives storm and shipwreck, the cave of the Cyclops and the isle of Circe, the lure of the Sirens' song and a trip to the Underworld, only to find his most difficult challenge at home, where treacherous suitors seek to steal his kingdom and his loyal wife, Penelope. Favorite of the gods, Odysseus embodies the energy, intellect, and resourcefulness that were of highest value to the ancients and that remain ideals in out time. In this new verse translation, Allen Mandelbaum--celebrated poet and translator of Virgil's Aeneid and Dante's Divine Comedy --realizes the power and beauty of the original Greek verse and demonstrates why the epic tale of The Odyssey has captured the human imagination for nearly three thousand years.","[{""type"": ""ISBN_13"", ""identifier"": ""9780553897777""}, {""type"": ""ISBN_10"", ""identifier"": ""0553897772""}]",4,2,"{""smallThumbnail"": ""http://books.google.com/books/content?id=ORyo8qAA-CQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=ORyo8qAA-CQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",559,1
173,She,Ulverscroft,"Horace Holly, a young Cambridge professor, is charged with the task of raising a colleague's son, Leo, after his father's untimely death. Holly is also given a mysterious box, with express instructions not to open it until Leo turns 25. The contents of this box lead the pair, accompanied by a faithful servant, to the east coast of Africa, where they are shipwrecked and forced to make a perilous journey to an uncharted region in the heart of the continent. Ambushed and captured by a savage tribe of natives, they are taken to their leader, a mysterious white queen, who hides a deadly secret...","[{""type"": ""ISBN_10"", ""identifier"": ""1444822195""}, {""type"": ""ISBN_13"", ""identifier"": ""9781444822199""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=vOXYoQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=vOXYoQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",512,14
174,"Beautiful World, Where Are You","Knopf Canada","#1 INTERNATIONAL AND NATIONAL BESTSELLER A NEW YORK TIMES NOTABLE BOOK ONE OF TIME'S MUST-READ BOOKS OF 2021 NAMED A BEST BOOK OF THE YEAR BY BUZZFEED, ESQUIRE, THE GUARDIAN, KIRKUS REVIEWS AND FINANCIAL TIMES “Beautiful World, Where Are You is Rooney’s best novel yet. Funny and smart, full of sex and love and people doing their best to connect.” —The New York Times Alice, a novelist, meets Felix, who works in a warehouse, and asks him if he’d like to travel to Rome with her. In Dublin, her best friend Eileen is getting over a break-up and slips back into flirting with Simon, a man she has known since childhood. Alice, Felix, Eileen and Simon are still young—but life is catching up with them. They desire each other, they delude each other, they worry about sex and friendship and the world they live in. Are they standing in the last lighted room before the darkness, bearing witness to something? Will they find a way to believe in a beautiful world?","[{""type"": ""ISBN_13"", ""identifier"": ""9780735281806""}, {""type"": ""ISBN_10"", ""identifier"": ""0735281807""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=h7gSEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=h7gSEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",319,1
175,"Shakespeare's As You Like it",unknown,unknown,"[{""type"": ""OTHER"", ""identifier"": ""UOM:39015082151377""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=HcM5AQAAMAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=HcM5AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",104,24
176,"Between Hell and Reason","Wesleyan University Press","From 1943 to 1947, Albert Camus was editor-in-chief of the famous underground and post-Liberation French newspaper Combat. Among his journalist writings during this period were eloquent essays that grappled with questions of revolution, violence, freedom, justice, ethics, and the emerging social order. The 41 pieces collected here--most never before published in English--tell the story of a sensitive man's odyssey from ""hell to reason"" at a time of tremendous upheaval while also providing a missing link between Camus's pre-war and post-war works. Almost lyrical in their intensity of thought and language, these newspaper pieces show a Camus new to most American readers and are a unique testimony to an extraordinary period in history with parallels to current changes in Eastern Europe. At the time of Liberation in 1944, Camus called for a revolution in French society, including a violent purge of those who had sided with the Nazis. When this turned into a near civil war of personal vendettas and summary executions, he gradually became disillusioned with his hopes for a new society. His later pieces in Combat show him arriving at a more moderate theory of revolt later echoed in such books as The Plague and The Rebel: the individual mattered above all, human life was greater than social goals. ""I have come to the conclusion"", he wrote, ""that men who want to change the world today must choose one of the following: the charnel house, the impossible dream of stopping history, or the acceptance of a relative Utopia that still leaves man the choice to act freely"".","[{""type"": ""ISBN_10"", ""identifier"": ""0819551899""}, {""type"": ""ISBN_13"", ""identifier"": ""9780819551894""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=dhf5ccS-u_QC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=dhf5ccS-u_QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",194,16
177,"Never Say Never","Baker Books","A sudden shift in a hurricane's course cancels senior citizen Donetta's cruise at the last minute. Thrown together with a young woman named Kai, Donetta leads a group of evacuees back to Daily, Texas, where the charm of the town--and the high school coach--has Kai rethinking her drifter existence. Donetta, on the other hand, is contemplating moving on from her floundering marriage. As more people seek refuge in the small town, can they transition from merely surviving to truly thriving?","[{""type"": ""ISBN_13"", ""identifier"": ""9781493422531""}, {""type"": ""ISBN_10"", ""identifier"": ""1493422537""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=jteUDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=jteUDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",377,18
178,"Heart of Darkness by Joseph Conrad (Illustrated)","Independently Published","Presenting Heart of Darkness (Large Print Edition) by Joseph Conrad. This classic is part of The Great Books Series by Golding Books. An allegorical novel (or precisely a novella) like no other, Heart of Darkness is a masterpiece of psychological fiction and one of many classic sea stories from Joseph Conrad, though the action predominantly takes place on the Congo River. Charles Marlow captains a steamboat for an ivory trading company, and grows obsessed with ivory trader Kurtz, who has turned himself into a charismatic demigod of the local tribes. Heart of Darkness examines what it means to be civilized, and in asking questions about imperialism and racism it suggests much about who people at the time called ""savages"" and who is the cause of darkness. It is one of the most gripping and incisive of dark classics, and is also an excellent introductory point to classic and complex short novels or more serious literature (including its suitability as young adult literature). Golding Books' Great Books Series, along with its Essential Series, comprises a wide variety of classic, influential and important books. These two series aim to champion not only remarkable and recognized literary achievements, but also to highlight the meaningful and significant works of lesser-known authors. Get your copy of the titles through convenient online purchase as an eBook or in paperback (including some Large Print editions). Joseph Conrad was born Józef Teodor Konrad Korzeniowski in the Russian Empire (now Ukraine, and once part of the Kingdom of Poland) in 1857. Because of his father's attempts at farming and political activism, the family moved repeatedly (such as to Warsaw, Vologda, and Chernihiv) and Conrad was home-schooled. An aloof and often depressed man, 20-year-old Conrad attempted suicide by shooting himself in the chest with a revolver. Born a Russian subject, he was granted British nationality in 1886 after joining the British merchant marine in 1878, and eventually settled in Kent, England. About half of his 19-year merchant marine career was spent at sea; he achieved captain's rank after working in numerous crew roles. His most popular novels include The Nigger of the 'Narcissus' (1897), Heart of Darkness (1899), Lord Jim (1900), Typhoon (1902), Nostromo (1904), and The Secret Agent (1907). After suffering throughout his life from issues with his physical and mental health, Conrad died of a likely heart attack at the age of 66.","[{""type"": ""ISBN_10"", ""identifier"": ""1720044066""}, {""type"": ""ISBN_13"", ""identifier"": ""9781720044062""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=Rw20vAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=Rw20vAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",148,1
179,"The Stranger",Vintage,"With the intrigue of a psychological thriller, The Stranger—Camus's masterpiece—gives us the story of an ordinary man unwittingly drawn into a senseless murder on an Algerian beach. With an Introduction by Peter Dunwoodie; translated by Matthew Ward. Behind the subterfuge, Camus explores what he termed ""the nakedness of man faced with the absurd"" and describes the condition of reckless alienation and spiritual exhaustion that characterized so much of twentieth-century life. “The Stranger is a strikingly modern text and Matthew Ward’s translation will enable readers to appreciate why Camus’s stoical anti-hero and ­devious narrator remains one of the key expressions of a postwar Western malaise, and one of the cleverest exponents of a literature of ambiguity.” –from the Introduction by Peter Dunwoodie First published in 1946; now in translation by Matthew Ward.","[{""type"": ""ISBN_13"", ""identifier"": ""9780679720201""}, {""type"": ""ISBN_10"", ""identifier"": ""0679720200""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=iVV7bKVUNBAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=iVV7bKVUNBAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",134,1
180,Redburn,"Createspace Independent Publishing Platform","Sea voyages and the vagaries of life on a ship are constant themes in the work of Herman Melville. In the novel Redburn, Melville sharply contrasts the refined sensibilities of the title character, an upper-class American youth, with the coarse manners of his Liverpudlian shipmates. The novel is notable for its finely drawn characters and piercing social criticism.","[{""type"": ""ISBN_10"", ""identifier"": ""1985416565""}, {""type"": ""ISBN_13"", ""identifier"": ""9781985416567""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=G9sStAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=G9sStAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",232,1
