id,name,publisher,description,ISBN_Identifiers,averageRating,ratingsCount,imageLinks,pageCount,genres_id
1,"The House of the Seven Gables",none,"Why buy our paperbacks? Standard Font size of 10 for all books High Quality Paper Fulfilled by Amazon Expedited shipping 30 Days Money Back Guarantee BEWARE of Low-quality sellers Don't buy cheap paperbacks just to save a few dollars. Most of them use low-quality papers & binding. Their pages fall off easily. Some of them even use very small font size of 6 or less to increase their profit margin. It makes their books completely unreadable. How is this book unique? Unabridged (100% Original content) Formatted for e-reader Font adjustments & biography included Illustrated About The House of the Seven Gables by Nathaniel Hawthorne","[{""type"": ""ISBN_10"", ""identifier"": ""1539740838""}, {""type"": ""ISBN_13"", ""identifier"": ""9781539740834""}]",0,0,"""none""",238,1
2,"Agamemnon's Daughter","Arcade Publishing","In the title novella, a young man working for the state-controlled media agency experiences a vision of the ancient general Agamemnon, who warns him of the repercussions of his love affair with a high-ranking official's daughter, in a collection that also includes the short stories ""The Blinding Order"" and ""The Great Wall.""","[{""type"": ""ISBN_10"", ""identifier"": ""1559707887""}, {""type"": ""ISBN_13"", ""identifier"": ""9781559707886""}]",2,2,"{""smallThumbnail"": ""http://books.google.com/books/content?id=kHC0z2yD464C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=kHC0z2yD464C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",252,25
3,"Oliver Twist Illustrated",none,"""Oliver Twist; or, the Parish Boy's Progress is Charles Dickens's second novel, and was first published as a serial 1837-39.[1] The story centres on orphan Oliver Twist, born in a workhouse and sold into apprenticeship with an undertaker. After escaping, Oliver travels to London, where he meets """"The Artful Dodger"""", a member of a gang of juvenile pickpockets led by the elderly criminal, Fagin.Oliver Twist is notable for its unromantic portrayal by Dickens of criminals and their sordid lives, as well as for exposing the cruel treatment of the many orphans in London in the mid-19th century.[2] The alternative title, The Parish Boy's Progress, alludes to Bunyan's The Pilgrim's Progress, as well as the 18th-century caricature series by William Hogarth, A Rake's Progress and A Harlot's Progress.[3]In this early example of the social novel, Dickens satirises the hypocrisies of his time, including child labour, the recruitment of children as criminals, and the presence of street children. The novel may have been inspired by the story of Robert Blincoe, an orphan whose account of working as a child labourer in a cotton mill was widely read in the 1830s. It is likely that Dickens's own youthful experiences contributed as well.Oliver Twist has been the subject of numerous adaptations for various media, including a highly successful musical play, Oliver!, and the multiple Academy Award-winning 1968 motion picture. Disney also put its spin on the novel with the animated film called Oliver & Company in 1988""","[{""type"": ""ISBN_13"", ""identifier"": ""9798693732179""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=giD4zQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=giD4zQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",582,1
4,"A Fire Endless","Harper Voyager","""Swept me away from the very first page . . . Truly magical."" -- Genevieve Gornichec, bestselling author of The Witch's Heart, on A River Enchanted In the stunning conclusion to the #1 internationally bestselling Elements of Cadence duology that began with A River Enchanted, A Fire Endless finds the tenuous balance between the human and faery realm threatened by Bane, the spirit of the North Wind, whose defeat may require Jack, Adaira, Torin, and Sidra to pay the ultimate price. East and West. Humans and Spirits. Breccans and Tamerlaines. The Isle of Cadence has always held itself and its residents in a tenuous balance. But now Bane, the spirit of the North Wind, has pushed everyone and everything in his path off-kilter in a bid to claim dominion over human and spirit alike. In the East, a sickness is spreading through the orchards, affecting the people of the Tamerlaine clan. As their healer, Sidra desperately searches for a cure while her husband Torin, the clan's new leader, attempts to draw answers from the spirits. But humans were never meant to walk for long amongst the elementals, and the deeper he strays into their realm, the further lost he and the clan become. In the West, Adaira finds it hard to adjust to the more brutal way of life that the Breccans embrace. Both the clan and the spirits suffer beneath Bane's command, whose growing power can be felt in every gust of wind. With the island falling further out of balance, Jack decides to take up his harp and cross the clan line, to not only reunite with Adaira but to unravel a sinister mystery that would grant him the knowledge to defeat Bane and restore peace to the isle. Yet no one can challenge the North Wind without paying a price, and the sacrifice required this time may just be the ultimate one.Torin, and Sidra can bear to pay.","[{""type"": ""ISBN_10"", ""identifier"": ""0063056046""}, {""type"": ""ISBN_13"", ""identifier"": ""9780063056046""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=qh6UzwEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=qh6UzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",0,15
5,"Great Expectations by Charles Dickens - Delphi Classics (Illustrated)","Delphi Classics","This eBook features the unabridged text of ‘Great Expectations’ from the bestselling edition of ‘The Complete Works of Charles Dickens’. Having established their name as the leading publisher of classic literature and art, Delphi Classics produce publications that are individually crafted with superior formatting, while introducing many rare texts for the first time in digital print. The Delphi Classics edition of Dickens includes original annotations and illustrations relating to the life and works of the author, as well as individual tables of contents, allowing you to navigate eBooks quickly and easily. eBook features: * The complete unabridged text of ‘Great Expectations’ * Beautifully illustrated with images related to Dickens’s works * Individual contents table, allowing easy navigation around the eBook * Excellent formatting of the textPlease visit www.delphiclassics.com to learn more about our wide range of titles","[{""type"": ""ISBN_13"", ""identifier"": ""9781786566997""}, {""type"": ""ISBN_10"", ""identifier"": ""1786566990""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=85PWDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=85PWDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",661,1
6,"The Locked Room","Sun and Moon Press","""The Locked Room is the story of a writer who lacks the creativity to produce fiction. Fanshawe, his childhood friend, has produced creative work, and when he disappears the writer publishes his work and replaces him in his family. When Fanshawe disappears, leaving behind a wife, a baby and an extraordinary cache of novels, plays and poems, his boyhood friend is lured obsessively into the life that Fanshawe left behind.""--Goodreads","[{""type"": ""OTHER"", ""identifier"": ""UOM:39015013887412""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=Py7uAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=Py7uAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",192,8
7,"Men Without Women","Simon and Schuster","A collection of 14 short stories reveals Hemingway's impressions of life and mankind.","[{""type"": ""ISBN_13"", ""identifier"": ""9780684825861""}, {""type"": ""ISBN_10"", ""identifier"": ""0684825864""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=DXPtAQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=DXPtAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",160,26
8,"Twenty-four Hours in the Life of a Woman","Pushkin Press","The dramatic disappearance of the wife of a wealthy businessman from a small hotel on the French Riviera prompts a distinguished English widow to recount her fleeting encounter with a young aristocrat many years before in Monte Carlo. Impulsively following the broken man as he stumbles from the roulette table, she embarks on twenty-four hours of ecstasy, redemption and betrayal which will haunt her life forever.","[{""type"": ""ISBN_10"", ""identifier"": ""1901285480""}, {""type"": ""ISBN_13"", ""identifier"": ""9781901285482""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=orRwQgAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=orRwQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",0,11
9,"The New York Trilogy",Penguin,"The remarkable, acclaimed series of interconnected detective novels City of Glass, Ghosts, and The Locked Room, from New York Times bestselling author Paul Auster. This Penguin Classics Deluxe Edition includes an introduction from author and professor Lucy Sante, as well as a pulp novel-inspired cover from Art Spiegelman, Pulitzer Prize-winning graphic artist of Maus and In the Shadow of No Towers. “Exhilarating . . . a brilliant investigation of the storyteller’s art guided by a writer-detective who’s never satisfied with just the facts.”—The Philadelphia Inquirer City of Glass: As a result of a strange phone call in the middle of the night, Quinn, a writer of detective stories, becomes enmeshed in a case more puzzling than any he might have written. Ghosts: Blue, a student of Brown, has been hired by White to spy on Black. From a window of a rented room on Orange Street, Blue keeps watch on his subject, who is across the street, staring out of his own window. The Locked Room: Fanshawe has disappeared, leaving behind his wife and baby and a cache of extraordinary novels, plays, and poems. What happened to him and why is the narrator, Fanshawe’s boyhood friend, lured obsessively into his life? Moving at the breathless pace of a thriller, this is a uniquely stylized trilogy of detective novels that The Washington Post Book World has classified as “post-existential private eye. . . . It’s as if Kafka has gotten hooked on the gumshoe game and penned his own ever-spiraling version.” Penguin Classics is the leading publisher of classic literature in the English-speaking world, representing a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.","[{""type"": ""ISBN_13"", ""identifier"": ""9780143039839""}, {""type"": ""ISBN_10"", ""identifier"": ""0143039830""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=AVqYDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=AVqYDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",322,25
10,"The Shadow of the Wind","Text Publishing","Barcelona 1945: young Daniel Sempere is taken to a fabulous secret library called the Cemetery of Forgotten Books where he is told he must 'adopt' a single book, promising to care for it always. Entranced by his chosen book, The Shadow of the Wind, Daniel begins a quest to find the truth about the life and death of its mysterious author.","[{""type"": ""ISBN_13"", ""identifier"": ""9781921921704""}, {""type"": ""ISBN_10"", ""identifier"": ""1921921706""}]",4,22,"{""smallThumbnail"": ""http://books.google.com/books/content?id=6-7dwAgTFfEC&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=6-7dwAgTFfEC&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",553,25
11,"Martin Chuzzlewit",Penguin,"Set partly in America, which Dickens had visited in 1842, the novel includes a searing satire on the United States. Martin Chuzzlewit is the story of two Chuzzlewits, Martin and Jonas, who have inherited the characteristic Chuzzlewit selfishness. It contrasts their diverse fates of moral redemption and worldly success for one, with increasingly desperate crime for the other. This powerful black comedy involves hypocrisy, greed and blackmail, as well as the most famous of Dickens's grotesques, Mrs Gamp. In her introduction to this new Penguin Classics edition, Patricia Ingham discusses how, in writing a story that was only meant to 'recommend goodness and innocence', Dickens succeeded in exploring 'the intertwining of moral sensibility and brutality.'","[{""type"": ""ISBN_13"", ""identifier"": ""9781101199831""}, {""type"": ""ISBN_10"", ""identifier"": ""1101199830""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=f4uDt8UTgHwC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=f4uDt8UTgHwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",868,1
12,"The Years",unknown,"This book is a result of an effort made by us towards making a contribution to the preservation and repair of original classic literature. In an attempt to preserve, improve and recreate the original content, we have worked towards: 1. Type-setting & Reformatting: The complete work has been re-designed via professional layout, formatting and type-setting tools to re-create the same edition with rich typography, graphics, high quality images, and table elements, giving our readers the feel of holding a 'fresh and newly' reprinted and/or revised edition, as opposed to other scanned & printed (Optical Character Recognition - OCR) reproductions. 2. Correction of imperfections: As the work was re-created from the scratch, therefore, it was vetted to rectify certain conventional norms with regard to typographical mistakes, hyphenations, punctuations, blurred images, missing content/pages, and/or other related subject matters, upon our consideration. Every attempt was made to rectify the imperfections related to omitted constructs in the original edition via other references. However, a few of such imperfections which could not be rectified due to intentional\unintentional omission of content in the original edition, were inherited and preserved from the original work to maintain the authenticity and construct, relevant to the work. We believe that this work holds historical, cultural and/or intellectual importance in the literary works community, therefore despite the oddities, we accounted the work for print as a part of our continuing effort towards preservation of literary work and our contribution towards the development of the society as a whole, driven by our beliefs. We are grateful to our readers for putting their faith in us and accepting our imperfections with regard to preservation of the historical content. HAPPY READING!","[{""type"": ""ISBN_10"", ""identifier"": ""9353445248""}, {""type"": ""ISBN_13"", ""identifier"": ""9789353445249""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=hZwuyAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=hZwuyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",266,1
13,"The Boleyn Inheritance","Simon and Schuster","THREE WOMEN WHO SHARE ONE FATE: THE BOLEYN INHERITANCE ANNE OF CLEVES She runs from her tiny country, her hateful mother, and her abusive brother to a throne whose last three occupants are dead. King Henry VIII, her new husband, instantly dislikes her. Without friends, family, or even an understanding of the language being spoken around her, she must literally save her neck in a court ruled by a deadly game of politics and the terror of an unpredictable and vengeful king. Her Boleyn Inheritance: accusations and false witnesses. KATHERINE HOWARD She catches the king's eye within moments of arriving at court, setting in motion the dreadful machine of politics, intrigue, and treason that she does not understand. She only knows that she is beautiful, that men desire her, that she is young and in love -- but not with the diseased old man who made her queen, beds her night after night, and killed her cousin Anne. Her Boleyn Inheritance: the threat of the axe. JANE ROCHFORD She is the Boleyn girl whose testimony sent her husband and sister-in-law to their deaths. She is the trusted friend of two threatened queens, the perfectly loyal spy for her uncle, the Duke of Norfolk, and a canny survivor in the murderous court of a most dangerous king. Throughout Europe, her name is a byword for malice, jealousy, and twisted lust. Her Boleyn Inheritance: a fortune and a title, in exchange for her soul. The Boleyn Inheritance is a novel drawn tight as a lute string about a court ruled by the gallows and three women whose positions brought them wealth, admiration, and power as well as deceit, betrayal, and terror. Once again, Philippa Gregory has brought a vanished world to life -- the whisper of a silk skirt on a stone stair, the yellow glow of candlelight illuminating a hastily written note, the murmurs of the crowd gathering on Tower Green below the newly built scaffold. In The Boleyn Inheritance Gregory is at her intelligent and page-turning best.","[{""type"": ""ISBN_13"", ""identifier"": ""9781439124673""}, {""type"": ""ISBN_10"", ""identifier"": ""1439124671""}]",5,1,"{""smallThumbnail"": ""http://books.google.com/books/content?id=xZNVDAaxrGIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=xZNVDAaxrGIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",596,27
14,"The Fur Country","Alpha Edition","This book has been considered important throughout the human history, and so that this work is never forgotten we have made efforts in its preservation by republishing this book in a modern format for present and future generations. This whole book has been reformatted, retyped and designed. These books are not made of scanned copies and hence the text is clear and readable.","[{""type"": ""ISBN_10"", ""identifier"": ""9356319049""}, {""type"": ""ISBN_13"", ""identifier"": ""9789356319042""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=zY5JzwEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=zY5JzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",0,1
15,"The Idiot (Annotated)","Createspace Independent Publishing Platform","The Idiot is a novel by the 19th-century Russian author Fyodor Dostoyevsky. It was first published serially in the journal The Russian Messenger in 1868-9. The title is an ironic reference to the central character of the novel, Prince Lyov Nikolaevich Myshkin, a young man whose goodness and open-hearted simplicity lead many of the more worldly characters he encounters to mistakenly assume that he lacks intelligence and insight. In the character of Prince Myshkin, Dostoevsky set himself the task of depicting ""the positively good and beautiful man."" The novel examines the consequences of placing such a unique individual at the centre of the conflicts, desires, passions and egoism of worldly society, both for the man himself and for those with whom he becomes involved. The result, according to philosopher A.C. Grayling, is ""one of the most excoriating, compelling and remarkable books ever written; and without question one of the greatest.""","[{""type"": ""ISBN_10"", ""identifier"": ""1523624981""}, {""type"": ""ISBN_13"", ""identifier"": ""9781523624980""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=dlWHjwEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=dlWHjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",556,1
16,"Exile and the Kingdom",Vintage,"Set in North Africa, Paris, and Brazil, the six stories in this masterful collection reveal probing portraits of spiritual exile, and man’s perpetual search for an inner kingdom in which to be reborn. From a variety of masterfully rendered perspectives, these six stories depict people at painful odds with the world around them. A wife can only surrender to a desert night by betraying her husband. An artist struggles to honor his own aspirations as well as society's expectations of him. A missionary brutally converted to the worship of a tribal fetish is left with but an echo of his identity. They display Camus at the height of his powers. Now, on the 50th anniversary of the book’s publication, Carol Cosman’s new translation recovers a literary treasure for our time. Albert Camus won the Nobel Prize for Literature in 1957.","[{""type"": ""ISBN_13"", ""identifier"": ""9780307827760""}, {""type"": ""ISBN_10"", ""identifier"": ""0307827763""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=43IkdmtA68MC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=43IkdmtA68MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",193,26
17,"Poor Folk",Abrams,"Poor Folk, Dostoevsky’s first novel, released in 1846, occupies a position of particular interest and importance in the history of Russian literature, as it represents the confluence of important literary traditions, especially the influence of Gogol. While a natural starting point for anyone who reads Dostoevsky, the author made a point of saying that the style of the novel was not his. Robert Dessaix’s introduction to this edition focuses on the history of styles that Dostoevsky used in this very self-consciously literary debut.","[{""type"": ""ISBN_13"", ""identifier"": ""9781590209707""}, {""type"": ""ISBN_10"", ""identifier"": ""1590209702""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=2TuEDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=2TuEDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",118,1
18,"Beyond Lies the Wub","Read Books Ltd","From the visionary mind of Philip K. Dick, author of sci-fi classics that inspired blockbusters like Blade Runner, Total Recall, and Minority Report, comes Beyond Lies the Wub, a masterful exploration of paranoia, suspense, and mind-bending cosmic revelations. Peterson, a crew member on a spaceship resupplying on Mars, encounters the intriguing wub, an enormous pig-like creature with hidden depths. As they venture off the Martian landscape, the crew realizes that the wub is far more intelligent than they could have ever imagined, possessing telepathic powers and even the potential for mind control. Embark on a journey like no other as conversations unfold between Peterson and the wub about mythology, the epic travels of Odysseus, and the very boundaries of consciousness. Tensions rise as Captain Franco, tormented by paranoia, develops a fearful obsession with the wub; putting the entire crew's safety, loyalties, and understanding of reality at risk. In the tradition of pulp fiction and speculative fiction titans, Dick weaves a suspenseful tale that will keep sci-fi enthusiasts on the edge of their seats. Unearth the true power of the enigmatic wub in this captivating cosmic adventure that explores the thin line between humanity's compassion and destructive tendencies.","[{""type"": ""ISBN_13"", ""identifier"": ""9781473379381""}, {""type"": ""ISBN_10"", ""identifier"": ""1473379385""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=ErxmCwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=ErxmCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",18,23
19,"A Moveable Feast",DigiCat,"DigiCat Publishing presents to you this special edition of ""A Moveable Feast"" by Ernest Hemingway. DigiCat Publishing considers every written word to be a legacy of humankind. Every DigiCat book has been carefully reproduced for republishing in a new modern format. The books are available in print, as well as ebooks. DigiCat hopes you will treat this work with the acknowledgment and passion it deserves as a classic of world literature.","[{""type"": ""OTHER"", ""identifier"": ""EAN:8596547198369""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=T5yCEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=T5yCEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",145,6
20,"Bless Me, Ultima","TQS Publications","When a curandera comes to stay with a young boy, he tests the bonds that tie him to his culture and finds himself in the secrets of the past.","[{""type"": ""OTHER"", ""identifier"": ""UCSC:32106008497825""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=_rqwAAAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=_rqwAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",270,25
21,"Hard Times","Oxford University Press","Hard Times--Dickens's shortest novel and one of his triumphs--tells the tragic story of Louisa Gradgrind and her father and has had lasting appeal to generations of readers. Paul Schlicke is lecturer in English at the University of Aberdeen.","[{""type"": ""ISBN_13"", ""identifier"": ""9780199536276""}, {""type"": ""ISBN_10"", ""identifier"": ""0199536279""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=dtgVDAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=dtgVDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",338,1
22,"The Wonderful Wizard of Oz","Createspace Independent Publishing Platform","L. Frank Baum's classic children's novel The Wonderful Wizard of Oz was published in 1900 and was an immediate smash hit. If you've at least seen the musical you know the story: a young girl named Dorothy is swept away from her Kansas farm by a tornado and is plopped down in a fantastical land of wonder. This novel stands on its own as a brilliant work of American literature whose characters, unlike many European counterparts, don't come from any ancient legends, but were simply made up: talking animals, good and wicked witches, and of course, the wonderful Wizard himself!","[{""type"": ""ISBN_10"", ""identifier"": ""198353191X""}, {""type"": ""ISBN_13"", ""identifier"": ""9781983531910""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=zENXswEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=zENXswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",106,15
23,"The Jungle Books","Createspace Independent Publishing Platform","The Jungle Books by Rudyard Kipling. Worldwide literature classic, among top 100 literary novels of all time. A must read for everybody, a book that will keep saying what it has to say for years.","[{""type"": ""ISBN_10"", ""identifier"": ""1545567395""}, {""type"": ""ISBN_13"", ""identifier"": ""9781545567395""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=TOgtswEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=TOgtswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",112,4
24,"The Final Problem","Createspace Independent Publishing Platform","The Final Problem By Arthur Conan Doyle","[{""type"": ""ISBN_10"", ""identifier"": ""1545385335""}, {""type"": ""ISBN_13"", ""identifier"": ""9781545385333""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=QpZuswEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=QpZuswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",28,7
25,"A Study in Scarlet",anboco,"A Study in Scarlet, detective novel by Conan Doyle, written in 1886, the story marks the first appearance of Sherlock Holmes and Dr. Watson, who would become two of the most famous characters in popular fiction. The book's title derives from a speech given by Holmes, an amateur detective, to his friend and chronicler Watson on the nature of his work, in which he describes the story's murder investigation as his ""study in scarlet"": ""There's the scarlet thread of murder running through the colourless skein of life, and our duty is to unravel it, and isolate it, and expose every inch of it."" The story, and its main characters, attracted little public interest when it first appeared. Only 11 complete copies of the magazine in which the story first appeared, Beeton's Christmas Annual for 1887, are known to exist now and they have considerable value. Although Conan Doyle wrote 56 short stories featuring Holmes, A Study in Scarlet is one of only four full-length novels in the original canon. The novel was followed by The Sign of the Four, published in 1890. A Study in Scarlet was the first work of detective fiction to incorporate the magnifying glass as an investigative tool.","[{""type"": ""ISBN_13"", ""identifier"": ""9783736417281""}, {""type"": ""ISBN_10"", ""identifier"": ""3736417284""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=_wyvEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=_wyvEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",164,8
26,"Julius Caesar",Penguin,"Shakespeare’s cautionary tale about the dangers of upending democracy, Julius Caesar, which recently ran at the Public Theater’s Shakespeare in the Park. Winner of the 2016 AIGA + Design Observer 50 Books | 50 Covers competition This edition of Julius Caesar is edited by William Montgomery with an introduction by Douglas Trevor and was recently repackaged with cover art by Manuja Waldia. Waldia received a Gold Medal from the Society of Illustrators for the Pelican Shakespeare series. The legendary Pelican Shakespeare series features authoritative and meticulously researched texts paired with scholarship by renowned Shakespeareans. Each book includes an essay on the theatrical world of Shakespeare’s time, an introduction to the individual play, and a detailed note on the text used. Updated by general editors Stephen Orgel and A. R. Braunmuller, these easy-to-read editions incorporate over thirty years of Shakespeare scholarship undertaken since the original series, edited by Alfred Harbage, appeared between 1956 and 1967. With stunning new covers, definitive texts, and illuminating essays, the Pelican Shakespeare will remain a valued resource for students, teachers, and theater professionals for many years to come. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.","[{""type"": ""ISBN_13"", ""identifier"": ""9780143128601""}, {""type"": ""ISBN_10"", ""identifier"": ""0143128604""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=jMUsDQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=jMUsDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",162,24
27,"The Festival of Insignificance",HarperCollins,"“Slender but weighty. . . . What is moving about this novel is its embrace of what has always driven Kundera, the delicate state of living between being and nothingness.”— Boston Globe From the internationally acclaimed, bestselling author of The Unbearable Lightness of Being, an entertaining and enchanting novel—""a fitting capstone on an extraordinary career."" (Slate) Casting light on the most serious of problems and at the same time saying not one serious sentence; being fascinated by the reality of the contemporary world and at the same time completely avoiding realism—that’s The Festival of Insignificance. Readers who know Milan Kundera’s earlier books know that the wish to incorporate an element of the “unserious” in a novel is not at all unexpected of him. In Immortality, Goethe and Hemingway stroll through several chapters together talking and laughing. And in Slowness, Vera, the author’s wife, says to her husband: “you’ve often told me you meant to write a book one day that would have not a single serious word in it…I warn you: watch out. Your enemies are lying in wait.” Kundera is finally and fully realizing his old aesthetic dream in this novel that we could easily view as a summation of his whole work. A strange sort of summation. Strange sort of epilogue. Strange sort of laughter, inspired by our time, which is comical because it has lost all sense of humor. What more can we say? Nothing. Just read.","[{""type"": ""ISBN_13"", ""identifier"": ""9780063290723""}, {""type"": ""ISBN_10"", ""identifier"": ""0063290723""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=x093EAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=x093EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",94,25
